Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2014,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(43.235541343, -108.109830353)",SYNOP,LEAD,LEAD1_7,,56,BO6,BOC2,1-4,CAT5
2017,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,3,3,,,,,,With a dental program,Type of health agency,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_7,,33,BO7,BOC2,1-4,CAT5
2020,SD,South Dakota,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Full-time,Requirement,"(44.353130053000484, -100.3735306369997)",SYNOP,LEAD,LEAD1_5,,46,BO5,BOC1,No,CAT10002
2017,NV,Nevada,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(39.49324039, -117.071840564)",SYNOP,LEAD,LEAD1_7,,32,BO7,BOC2,1-4,CAT5
2011,SC,South Carolina,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,,88888,NR,Not Reported,,,,With a dental program directed by a dental professional,Type of health agency,"(33.998821303, -81.045371207)",SYNOP,LEAD,LEAD1_7,,45,BO8,BOC2,Not Reported,CAT88888
2020,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(32.745510099000455, -89.53803082499968)",SYNOP,LEAD,LEAD1_5,,28,BO3,BOC1,Yes,CAT10001
2022,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(44.39319117400049, -89.81637074199966)",SYNOP,PROG,PROG4_3,,55,BO19,BOC3,No,CAT10002
2016,CO,Colorado,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(38.843840757, -106.133610921)",SYNOP,PROG,PROG4_3,,08,BO19,BOC3,No,CAT10002
2014,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_1,,33,,,Yes,CAT10001
2020,VA,Virginia,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(37.54268067400045, -78.45789046299967)",SYNOP,PROG,PROG4_1,,51,BO12,BOC3,Yes,CAT10001
2021,IA,Iowa,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(42.46940091300047, -93.81649055599968)",SYNOP,LEAD,LEAD1_5,,19,BO5,BOC1,Yes,CAT10001
2014,SD,South Dakota,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(44.353130053, -100.373530637)",SYNOP,LEAD,LEAD1_4,,46,BO2,BOC1,No,CAT10002
2022,NM,New Mexico,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(34.52088095200048, -106.24058098499967)",SYNOP,PROG,PROG4_1,,35,BO13,BOC3,Yes,CAT10001
2011,ME,Maine,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(45.254228894001, -68.985031336)",SYNOP,PROG,PROG4_1,,23,BO11,BOC3,Yes,CAT10001
2018,OH,Ohio,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(40.060210141, -82.404260056)",SYNOP,POL,POL3_1,,39,,,No,CAT10002
2020,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(42.27687047000046, -72.08269067499964)",SYNOP,PROG,PROG4_1,,25,BO11,BOC3,Yes,CAT10001
2021,MT,Montana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(47.06652897200047, -109.42442064499971)",SYNOP,LEAD,LEAD1_5,,30,BO3,BOC1,Yes,CAT10001
2011,NE,Nebraska,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,,99999,NA,Question not asked,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(41.641040988001, -99.365720623)",SYNOP,PROG,PROG4_4,,31,BO14,BOC4,Not Asked,CAT99999
2018,ME,Maine,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(45.254228894001, -68.985031336)",SYNOP,PROG,PROG4_1,,23,BO12,BOC3,No,CAT10002
2022,ID,Idaho,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(43.682630005000476, -114.3637300419997)",SYNOP,LEAD,LEAD1_5,,16,BO3,BOC1,Yes,CAT10001
2012,ID,Idaho,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Full-time,Requirement,"(43.682630005, -114.363730042)",SYNOP,LEAD,LEAD1_5,,16,BO5,BOC1,No,CAT10002
2022,IL,Illinois,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(40.48501028300046, -88.99771017799969)",SYNOP,PROG,PROG4_1,,17,BO11,BOC3,Yes,CAT10001
2011,IN,Indiana,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(39.766910452, -86.149960194)",SYNOP,LEAD,LEAD1_4,,18,BO2,BOC1,No,CAT10002
2019,SC,South Carolina,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(33.998821303000454, -81.04537120699968)",SYNOP,PROG,PROG4_3,,45,BO19,BOC3,Yes,CAT10001
2015,IA,Iowa,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Other,10007,,,,,,,,"(42.469400913, -93.816490556)",SYNOP,LEAD,LEAD1_3,,19,,,Other,CAT10007
2014,DE,Delaware,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(39.008830667, -75.577741168)",SYNOP,LEAD,LEAD1_7,,10,BO7,BOC2,1-4,CAT5
2014,AR,Arkansas,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(34.748650124, -92.274490743)",SYNOP,LEAD,LEAD1_4,,05,BO1,BOC1,Yes,CAT10001
2021,MA,Massachusetts,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(42.27687047000046, -72.08269067499964)",SYNOP,STAFF,STAFF2_1,,25,BO18,BOC5,0,CAT1
2020,MN,Minnesota,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(46.35564873600049, -94.79420050299967)",SYNOP,PROG,PROG4_3,,27,BO19,BOC3,Yes,CAT10001
2020,AK,Alaska,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1.325,1.325,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(64.84507995700051, -147.72205903599973)",SYNOP,STAFF,STAFF2_1,,02,BO17,BOC5,>1 to <5,CAT6
2014,AK,Alaska,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,Total,Type of health agency,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_7,,02,BO6,BOC2,1-4,CAT5
2017,KY,Kentucky,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(37.645970271, -84.774971048)",SYNOP,LEAD,LEAD1_1,,21,,,Yes,CAT10001
2013,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,Vacant,10009,,,,,,,,"(43.235541343, -108.109830353)",SYNOP,LEAD,LEAD1_2,,56,,,Vacant,CAT0
2019,CT,Connecticut,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(41.56266102000046, -72.64984095199964)",SYNOP,PROG,PROG4_4,,09,BO15,BOC4,Yes,CAT10001
2022,OR,Oregon,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(44.56744942400047, -120.15503132599969)",SYNOP,LEAD,LEAD1_5,,41,BO4,BOC1,No,CAT10002
2017,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(32.745510099, -89.538030825)",SYNOP,LEAD,LEAD1_7,,28,BO7,BOC2,1-4,CAT5
2020,AZ,Arizona,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,12,12,,,,,,Total,Type of Supervision,"(34.865970280000454, -111.76381127699972)",SYNOP,STAFF,STAFF2_1,,04,BO16,BOC5,>=10,CAT9
2012,MD,Maryland,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(39.290580964, -76.609260111)",SYNOP,PROG,PROG4_1,,24,BO13,BOC3,Yes,CAT10001
2015,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(44.393191174, -89.816370742)",SYNOP,LEAD,LEAD1_3,,55,,,Civil Service,CAT10005
2021,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(41.70828019300046, -71.52247031399963)",SYNOP,LEAD,LEAD1_3,,44,,,Civil Service,CAT10005
2017,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(43.235541343, -108.109830353)",SYNOP,LEAD,LEAD1_5,,56,BO4,BOC1,No,CAT10002
2013,ND,North Dakota,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4.2,4.2,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(47.475319779, -100.118421049)",SYNOP,STAFF,STAFF2_1,,38,BO17,BOC5,>1 to <5,CAT6
2018,KY,Kentucky,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(37.645970271, -84.774971048)",SYNOP,LEAD,LEAD1_5,,21,BO5,BOC1,Yes,CAT10001
2019,MT,Montana,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,2.7,2.7,,,,,,Total,Type of Supervision,"(47.06652897200047, -109.42442064499971)",SYNOP,STAFF,STAFF2_1,,30,BO16,BOC5,>1 to <5,CAT6
2019,AL,Alabama,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(32.84057112200048, -86.63186076199969)",SYNOP,STAFF,STAFF2_1,,01,BO18,BOC5,0,CAT1
2013,AK,Alaska,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(64.845079957001, -147.722059036)",SYNOP,PROG,PROG4_1,,02,BO13,BOC3,No,CAT10002
2013,ME,Maine,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(45.254228894001, -68.985031336)",SYNOP,LEAD,LEAD1_7,,23,BO9,BOC2,>=10,CAT9
2016,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,7,7,,,,,,Total,Type of health agency,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_7,,37,BO6,BOC2,5-9,CAT7
2013,WA,Washington,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(47.522278629, -120.47001079)",SYNOP,LEAD,LEAD1_2,,53,,,<1,CAT2
2012,OH,Ohio,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(40.060210141, -82.404260056)",SYNOP,LEAD,LEAD1_1,,39,,,Yes,CAT10001
2014,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_4,,11,BO2,BOC1,No,CAT10002
2020,OR,Oregon,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,Yes,10001,,,,,,,,"(44.56744942400047, -120.15503132599969)",SYNOP,POL,POL3_1,,41,,,Yes,CAT10001
2018,IA,Iowa,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(42.469400913, -93.816490556)",SYNOP,STAFF,STAFF2_1,,19,BO18,BOC5,0,CAT1
2014,NY,New York,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_5,,36,BO5,BOC1,Yes,CAT10001
2014,ND,North Dakota,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,7,7,,,,,,,,"(47.475319779, -100.118421049)",SYNOP,LEAD,LEAD1_2,,38,,,5-9,CAT7
2022,IN,Indiana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(39.766910452000445, -86.14996019399968)",SYNOP,LEAD,LEAD1_5,,18,BO5,BOC1,Yes,CAT10001
2014,TX,Texas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(31.827240407, -99.426770206)",SYNOP,PROG,PROG4_1,,48,BO12,BOC3,Yes,CAT10001
2019,PA,Pennsylvania,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(40.79373015200048, -77.86070029399963)",SYNOP,PROG,PROG4_4,,42,BO14,BOC4,No,CAT10002
2011,CA,California,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(37.638640123, -120.999999538)",SYNOP,LEAD,LEAD1_6,,06,,,Not Asked,CAT99999
2020,GA,Georgia,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(32.83968109300048, -83.62758034599966)",SYNOP,LEAD,LEAD1_4,,13,BO2,BOC1,No,CAT10002
2021,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(21.304850435000446, -157.85774940299973)",SYNOP,LEAD,LEAD1_5,,15,BO4,BOC1,No,CAT10002
2022,UT,Utah,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(39.360700171000474, -111.58713063499971)",SYNOP,LEAD,LEAD1_5,,49,BO4,BOC1,No,CAT10002
2021,CA,California,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,Yes,10001,,,,,,,,"(37.63864012300047, -120.99999953799971)",SYNOP,POL,POL3_1,,06,,,Yes,CAT10001
2018,TX,Texas,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(31.827240407, -99.426770206)",SYNOP,LEAD,LEAD1_6,,48,,,Yes,CAT10001
2016,NY,New York,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_4,,36,BO2,BOC1,Yes,CAT10001
2011,FL,Florida,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,529.8,529.8,,,,,,Total,Type of Supervision,"(28.932040377, -81.928960539)",SYNOP,STAFF,STAFF2_1,,12,BO16,BOC5,>=10,CAT9
2014,NH,New Hampshire,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,22,22,,,,,,Total,Type of Supervision,"(43.655950113, -71.50036092)",SYNOP,STAFF,STAFF2_1,,33,BO16,BOC5,>=10,CAT9
2022,PA,Pennsylvania,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,2.75,2.75,,,,,,Total,Type of Supervision,"(40.79373015200048, -77.86070029399963)",SYNOP,STAFF,STAFF2_1,,42,BO16,BOC5,>1 to <5,CAT6
2011,AL,Alabama,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(32.840571122, -86.631860762)",SYNOP,POL,POL3_1,,01,,,Not Asked,CAT99999
2015,CO,Colorado,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(38.843840757, -106.133610921)",SYNOP,LEAD,LEAD1_5,,08,BO4,BOC1,No,CAT10002
2011,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(42.27687047, -72.082690675)",SYNOP,PROG,PROG4_3,,25,BO20,BOC3,Not Asked,CAT99999
2019,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(32.745510099000455, -89.53803082499968)",SYNOP,LEAD,LEAD1_7,,28,BO8,BOC2,1-4,CAT5
2012,NJ,New Jersey,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(40.130570048, -74.273691288)",SYNOP,STAFF,STAFF2_1,,34,BO17,BOC5,1,CAT4
2016,MA,Massachusetts,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,,88888,NR,Not Reported,,,,,,"(42.27687047, -72.082690675)",SYNOP,LEAD,LEAD1_2,,25,,,Not Reported,CAT88888
2021,GA,Georgia,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(32.83968109300048, -83.62758034599966)",SYNOP,LEAD,LEAD1_3,,13,,,Civil Service,CAT10005
2020,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(44.39319117400049, -89.81637074199966)",SYNOP,PROG,PROG4_2,,55,,,No,CAT10002
2020,VA,Virginia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,31,31,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(37.54268067400045, -78.45789046299967)",SYNOP,STAFF,STAFF2_1,,51,BO17,BOC5,>=10,CAT9
2012,CO,Colorado,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(38.843840757, -106.133610921)",SYNOP,PROG,PROG4_1,,08,BO13,BOC3,Yes,CAT10001
