PROVIDER NAME,CITY,STATE,CLAIMS PAID FOR VACCINE
GIANT EAGLE PHARMACY #6381,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #6414,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #6503,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #6507,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6512,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6514,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6515,PITTSBURGH,PA,96.94
GIANT EAGLE PHARMACY #6517,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6519,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6520,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6523,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #6527,PITTSBURGH,PA,136.94
GIANT EAGLE PHARMACY #6528,PITTSBURGH,PA,280
GIANT EAGLE PHARMACY #6529,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #6539,PITTSBURGH,PA,200
GIANT EAGLE PHARMACY #70,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #73,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #79,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #84,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #93,PITTSBURGH,PA,80
CVS PHARMACY #02729,PITTSTON,PA,200
CVS PHARMACY #01585,PLYMOUTH,PA,80
CVS PHARMACY #10825,PLYMOUTH MEETING,PA,80
CVS PHARMACY #16616,PLYMOUTH MEETING,PA,120
CVS PHARMACY #00305,POTTSTOWN,PA,40
CVS PHARMACY #01307,POTTSTOWN,PA,80
CVS PHARMACY #01323,POTTSVILLE,PA,80
CVS PHARMACY #01324,POTTSVILLE,PA,80
CVS PHARMACY #02552,PROSPECT PARK,PA,80
CVS PHARMACY #01315,QUAKERTOWN,PA,240
CVS PHARMACY #17321,QUAKERTOWN,PA,80
CVS PHARMACY #04064,READING,PA,200
CVS PHARMACY #05734,READING,PA,40
CVS PHARMACY #10045,READING,PA,160
CVS PHARMACY #00813,RICHBORO,PA,80
CVS PHARMACY #00766,RIDLEY PARK,PA,80
CVS PHARMACY #02730,ROYERSFORD,PA,40
COBRA ASSOCIATES INC.,SARVER,PA,2720
GUTHRIE MEDICAL GROUP,SAYRE,PA,1377.24
CVS PHARMACY #02507,SCHNECKSVILLE,PA,80
CVS PHARMACY #02350,SCHWENKSVILLE,PA,40
CVS PHARMACY #01593,SCRANTON,PA,40
CVS PHARMACY #01611,SCRANTON,PA,240
CVS PHARMACY #06790,SCRANTON,PA,80
CVS PHARMACY #01046,SECANE,PA,40
CVS PHARMACY #01577,SELINSGROVE,PA,760
CVS PHARMACY #17495,SELINSGROVE,PA,80
ANUTA DOHLA MD,SELLERSVILLE,PA,40
DEBORAH FACCENDA MD,SELLERSVILLE,PA,80
RAMA SUBRAMANIAN MD,SELLERSVILLE,PA,40
RICHARD KRATZ MD,SELLERSVILLE,PA,160
CVS PHARMACY #01894,SHAMOKIN,PA,200
PRIMARY HEALTH NETWORK,SHARON,PA,1769.87
CVS PHARMACY #01583,SHICKSHINNY,PA,40
CVS PHARMACY #01319,SHOEMAKERSVILLE,PA,40
CVS PHARMACY #05723,SHREWSBURY,PA,80
CVS PHARMACY #02479,SOUDERTON,PA,400
CVS PHARMACY #02879,SOUDERTON,PA,280
CVS PHARMACY #01613,SOUTH WILLIAMSPORT,PA,120
CVS PHARMACY #04772,SPRING CITY,PA,160
CVS PHARMACY #02582,SPRINGFIELD,PA,40
CVS PHARMACY #17379,SPRINGFIELD,PA,80
CVS PHARMACY #01688,STATE COLLEGE,PA,120
CVS PHARMACY #01916,STATE COLLEGE,PA,160
CVS PHARMACY #05459,STATE COLLEGE,PA,40
CVS PHARMACY #16632,STATE COLLEGE,PA,40
CVS PHARMACY #16608,STROUDSBURG,PA,80
CVS PHARMACY #01592,SUNBURY,PA,120
CVS PHARMACY #00743,SWARTHMORE,PA,40
SHAFERS PHARMACY LLC,TAMAQUA,PA,7440
CVS PHARMACY #17370,TEMPLE,PA,40
CVS PHARMACY #07132,THORNDALE,PA,280
CVS PHARMACY #07612,TURTLE CREEK,PA,80
CVS PHARMACY #04256,UNIONTOWN,PA,200
CVS PHARMACY #00658,WARMINSTER,PA,160
CVS PHARMACY #05914,WARMINSTER,PA,200
CVS PHARMACY #16554,WARRINGTON,PA,280
CVS PHARMACY #04245,WASHINGTON,PA,160
CVS PHARMACY #01608,WATSONTOWN,PA,240
CVS PHARMACY #00370,WAYNE,PA,80
CVS PHARMACY #10896,WAYNE,PA,80
CVS PHARMACY #00276,WEST CHESTER,PA,120
CVS PHARMACY #00948,WEST CHESTER,PA,80
CVS PHARMACY #01159,WEST CHESTER,PA,400
CVS PHARMACY #02513,WEST CHESTER,PA,120
CVS PHARMACY #03875,WEST CHESTER,PA,40
CVS PHARMACY #02784,WEST GROVE,PA,120
CVS PHARMACY #16617,WEST MIFFLIN,PA,40
CVS PHARMACY #01591,WILKES BARRE,PA,160
CVS PHARMACY #01614,WILKES BARRE,PA,120
CVS PHARMACY #16966,"WILKES-BARRE
TOWNSHIP",PA,80
CVS PHARMACY #04133,WILKINSBURG,PA,80
CVS PHARMACY #01598,WILLIAMSPORT,PA,80
CVS PHARMACY #02530,WILLOW GROVE,PA,200
CVS PHARMACY #05879,WIND GAP,PA,160
CVS PHARMACY #02969,WOMELSDORF,PA,120
CVS PHARMACY #07189,WRIGHTSTOWN,PA,40
CVS PHARMACY #17555,WYNCOTE,PA,80
CVS PHARMACY #16577,WYOMISSING,PA,160
CVS PHARMACY #01947,YARDLEY,PA,200
CVS PHARMACY #02223,YARDLEY,PA,120
CVS PHARMACY #00460,YEADON,PA,160
BROCKIE PHARMATECH,YORK,PA,5168.11
CVS PHARMACY #01654,YORK,PA,120
CVS PHARMACY #01657,YORK,PA,40
CVS PHARMACY #07677,YORK,PA,80
CVS PHARMACY #16995,YORK,PA,80
FAMILY HEALTH ASSOCIATES,YORK,PA,280
CVS PHARMACY #07259,ZIEGLERSVILLE,PA,80
CVS PHARMACY #04081,ARECIBO,PR,120
CVS PHARMACY #04594,BAYAMON,PR,440
CVS PHARMACY #04596,BAYAMON,PR,40
CVS PHARMACY #05219,BAYAMON,PR,560
CVS PHARMACY #05677,BAYAMON,PR,880
SANTA CRUZ PHARMA CARE,BAYAMON,PR,5941.78
CVS PHARMACY #07969,CAGUAS,PR,120
CVS PHARMACY #00926,CAROLINA,PR,40
CVS PHARMACY #05800,CAROLINA,PR,80
CVS PHARMACY #10901,CAROLINA,PR,440
FARMACIA ISLA VERDE,CAROLINA,PR,224145.52
CVS PHARMACY #07977,DORADO,PR,160
CVS PHARMACY #07965,FAJARDO,PR,40
CVS PHARMACY #00832,GUAYNABO,PR,280
CVS PHARMACY #07304,GUAYNABO,PR,800
FARMACIA LIANA,JUANA DIAZ,PR,160
CVS PHARMACY #07967,MANATI,PR,880
CVS PHARMACY #10110,PONCE,PR,80
TIBER HEALTH PUBLIC BENEFIT CORPORATION,PONCE,PR,28887.22
CVS PHARMACY #07979,SAN JUAN,PR,160
CVS PHARMACY #10313,SAN JUAN,PR,80
CVS PHARMACY #10314,SAN JUAN,PR,320
CVS PHARMACY #10315,SAN JUAN,PR,120
FARMACIA SAN PATRICIO COMPOUNDING & WELLNESS CENTER,SAN JUAN,PR,2000
CVS PHARMACY #02247,TOA BAJA,PR,360
CVS PHARMACY #04588,VEGA ALTA,PR,80
CVS PHARMACY #02869,VEGA BAJA,PR,1080
CVS PHARMACY #00210,BARRINGTON,RI,40
CVS PHARMACY #00645,BRISTOL,RI,40
CVS PHARMACY #04096,CENTRAL FALLS,RI,120
CVS PHARMACY #00621,COVENTRY,RI,40
CVS PHARMACY #00212,CRANSTON,RI,40
CVS PHARMACY #00469,CRANSTON,RI,120
CVS PHARMACY #05868,CRANSTON,RI,40
CVS PHARMACY #00728,CUMBERLAND,RI,40
CVS PHARMACY #05107,EAST GREENWICH,RI,80
CVS PHARMACY #02048,GLOCESTER,RI,160
CVS PHARMACY #00076,JOHNSTON,RI,40
CVS PHARMACY #00494,JOHNSTON,RI,160
CVS PHARMACY #02238,JOHNSTON,RI,40
CVS PHARMACY #00409,NARRAGANSETT,RI,40
CVS PHARMACY #00595,NORTH KINGSTOWN,RI,200
CVS PHARMACY #00351,NORTH PROVIDENCE,RI,80
CVS PHARMACY #00326,NORTH SMITHFIELD,RI,120
CVS PHARMACY #00670,PAWTUCKET,RI,160
CVS PHARMACY #01042,PAWTUCKET,RI,120
ASTHENIS LLC,PROVIDENCE,RI,90552.28
CVS PHARMACY #00994,PROVIDENCE,RI,40
CVS PHARMACY #01294,PROVIDENCE,RI,240
CVS PHARMACY #02049,PROVIDENCE,RI,80
CVS PHARMACY #02417,PROVIDENCE,RI,320
CVS PHARMACY #04796,PROVIDENCE,RI,40
CVS PHARMACY #00247,RIVERSIDE,RI,120
CVS PHARMACY #16743,SMITHFIELD,RI,40
CVS PHARMACY #01086,TIVERTON,RI,40
CVS PHARMACY #02065,WAKEFIELD,RI,120
CVS PHARMACY #00642,WARWICK,RI,80
CVS PHARMACY #00689,WARWICK,RI,40
SUBURBAN PHARMACY,WARWICK,RI,631.09
CVS PHARMACY #02384,WEST WARWICK,RI,40
CVS PHARMACY #00971,WESTERLY,RI,40
CVS PHARMACY #01544,WESTERLY,RI,40
CVS PHARMACY #08320,WYOMING,RI,40
CVS PHARMACY #04295,AIKEN,SC,120
THE KROGER CO,AIKEN,SC,1617.94
CVS PHARMACY #03541,ANDERSON,SC,160
CVS PHARMACY #03838,ANDERSON,SC,40
CVS PHARMACY #04388,BEECH ISLAND,SC,160
CVS PHARMACY #05536,BELTON,SC,40
CVS PHARMACY #05518,BENNETTSVILLE,SC,120
CVS PHARMACY #07598,BISHOPVILLE,SC,160
CVS PHARMACY #04489,BLUFFTON,SC,120
CVS PHARMACY #16641,BLUFFTON,SC,160
KROGER CO,BLUFFTON,SC,2330.51
THE KROGER CO,BLUFFTON,SC,1762.54
CVS PHARMACY #07567,BOILING SPRINGS,SC,80
CVS PHARMACY #04281,CAMDEN,SC,80
CVS PHARMACY #03876,CAYCE,SC,120
CVS PHARMACY #04628,CAYCE,SC,40
CVS PHARMACY #00483,CHARLESTON,SC,80
CVS PHARMACY #01039,CHARLESTON,SC,160
CVS PHARMACY #02243,CHARLESTON,SC,200
CVS PHARMACY #03560,CHARLESTON,SC,160
CVS PHARMACY #03801,CHARLESTON,SC,40
CVS PHARMACY #07305,CHARLESTON,SC,40
CVS PHARMACY #16730,CHARLESTON,SC,120
HARRIS TEETER LLC,CHARLESTON,SC,12186.85
HARRIS TEETER LLC,CHARLESTON,SC,2122.58
HARRIS TEETER LLC,CHARLESTON,SC,4272.95
HARRIS TEETER LLC,CHARLESTON,SC,3840.86
CVS PHARMACY #07583,CHESNEE,SC,80
CVS PHARMACY #04026,CLEMSON,SC,120
CVS PHARMACY #03557,CLINTON,SC,40
CVS PHARMACY #05550,CLOVER,SC,40
CVS PHARMACY #01200,COLUMBIA,SC,40
CVS PHARMACY #03849,COLUMBIA,SC,160
CVS PHARMACY #03850,COLUMBIA,SC,120
CVS PHARMACY #03877,COLUMBIA,SC,40
CVS PHARMACY #04156,COLUMBIA,SC,40
CVS PHARMACY #05576,COLUMBIA,SC,200
CVS PHARMACY #07011,COLUMBIA,SC,80
CVS PHARMACY #16662,COLUMBIA,SC,40
THE KROGER CO,COLUMBIA,SC,1853.22
THE KROGER CO,COLUMBIA,SC,2206.09
CVS PHARMACY #03851,CONWAY,SC,40
CVS PHARMACY #03892,DENMARK,SC,80
CVS PHARMACY #03533,EASLEY,SC,120
CVS PHARMACY #04286,EASLEY,SC,120
CVS PHARMACY #07318,EDGEFIELD,SC,80
CVS PHARMACY #04071,FLORENCE,SC,40
HEATHER LEISY,FLORENCE,SC,80
HOPEHEALTH,FLORENCE,SC,896
HOPEHEALTH KINGSTREE,FLORENCE,SC,12.24
HOPEHEALTH LAKE CITY,FLORENCE,SC,120
JOSEPH HOYLE,FLORENCE,SC,40
MARY MITCHELL,FLORENCE,SC,40
THE KROGER CO,FOREST ACRES,SC,1750.87
CVS PHARMACY #01571,FORT MILL,SC,120
CVS PHARMACY #04287,FORT MILL,SC,40
HARRIS TEETER LLC,FORT MILL,SC,4530.19
HARRIS TEETER LLC,FORT MILL,SC,6417.36
HARRIS TEETER LLC,FORT MILL,SC,8723.37
CVS PHARMACY #05542,FOUNTAIN INN,SC,40
CVS PHARMACY #02555,GAFFNEY,SC,200
THE KROGER CO,GARDEN CITY BEACH,SC,838.85
CVS PHARMACY #07398,GOOSE CREEK,SC,80
CVS PHARMACY #02190,GREENVILLE,SC,120
CVS PHARMACY #02191,GREENVILLE,SC,80
CVS PHARMACY #02246,GREENVILLE,SC,80
CVS PHARMACY #03203,GREENVILLE,SC,40
CVS PHARMACY #04205,GREENVILLE,SC,40
CVS PHARMACY #05475,GREENVILLE,SC,80
CVS PHARMACY #07397,GREENVILLE,SC,80
CVS PHARMACY #16540,GREENVILLE,SC,240
HARRIS TEETER LLC,GREENVILLE,SC,3320.95
HARRIS TEETER LLC,GREENVILLE,SC,3414.24
CVS PHARMACY #04173,GREENWOOD,SC,160
CVS PHARMACY #05579,GREENWOOD,SC,40
CVS PHARMACY #07388,GREENWOOD,SC,40
CVS PHARMACY #03802,GREER,SC,120
CVS PHARMACY #00487,HANAHAN,SC,120
CVS PHARMACY #11255,HARDEEVILLE,SC,280
CVS PHARMACY #07531,HEMINGWAY,SC,40
HARRIS TEETER LLC,HILTON HEAD,SC,4887.64
HARRIS TEETER LLC,HILTON HEAD,SC,5149.16
CVS PHARMACY #05566,HILTON HEAD ISLAND,SC,160
CVS PHARMACY #07333,HILTON HEAD ISLAND,SC,240
THE KROGER CO,HILTON HEAD ISLAND,SC,1747.39
CVS PHARMACY #05479,INDIAN LAND,SC,80
HARRIS TEETER LLC,INDIAN LAND,SC,6192.72
CVS PHARMACY #04185,INMAN,SC,200
CVS PHARMACY #07012,IRMO,SC,80
THE KROGER CO,IRMO,SC,3182.12
CVS PHARMACY #06958,LADSON,SC,80
CVS PHARMACY #07005,LANCASTER,SC,80
MACKEY FAMILY PRACTICE,LANCASTER,SC,5747.48
CVS PHARMACY #05471,LEXINGTON,SC,80
CVS PHARMACY #07505,LYMAN,SC,240
CVS PHARMACY #04150,MARION,SC,80
CVS PHARMACY #02194,MAULDIN,SC,160
ST. JAMES HEALTH AND WELLNESS,MCCLELLANVILLE,SC,362
CVS PHARMACY #03834,MONCKS CORNER,SC,40
CVS PHARMACY #07061,MOORE,SC,80
ALLERGY & ASTHMA CONSULTANTS,MOUNT PLEASANT,SC,80
CVS PHARMACY #04263,MOUNT PLEASANT,SC,80
CVS PHARMACY #05553,MOUNT PLEASANT,SC,40
CVS PHARMACY #07159,MOUNT PLEASANT,SC,40
CVS PHARMACY #07795,MOUNT PLEASANT,SC,200
HARRIS TEETER LLC,MOUNT PLEASANT,SC,4364.16
HARRIS TEETER LLC,MOUNT PLEASANT,SC,4769.51
HARRIS TEETER LLC,MT PLEASANT,SC,3213.81
HARRIS TEETER LLC,MT PLEASANT,SC,2370
CVS PHARMACY #02736,MURRELLS INLET,SC,40
CVS PHARMACY #08936,MURRELLS INLET,SC,80
CVS PHARMACY #01540,MYRTLE BEACH,SC,280
CVS PHARMACY #03567,MYRTLE BEACH,SC,40
CVS PHARMACY #05516,MYRTLE BEACH,SC,320
CVS PHARMACY #16372,MYRTLE BEACH,SC,40
THE KROGER CO,MYRTLE BEACH,SC,925.06
THE KROGER CO,MYRTLE BEACH,SC,1307.89
THE KROGER CO,N MYRTLE BEACH,SC,1703.16
CVS PHARMACY #03542,NEWBERRY,SC,40
CVS PHARMACY #05575,NORTH AUGUSTA,SC,40
THE KROGER CO,NORTH AUGUSTA,SC,2425.62
COASTAL PEDIATRIC ASSOCIATES PA,NORTH CHARLESTON,SC,775
CVS PHARMACY #03977,NORTH CHARLESTON,SC,80
CVS PHARMACY #16950,NORTH CHARLESTON,SC,40
CVS PHARMACY #07366,NORTH MYRTLE BEACH,SC,40
CVS PHARMACY #07396,NORTH MYRTLE BEACH,SC,120
BEAUFORT JASPER HAMPTON COMPREHENSIVE HEALTH SERVICES,OKATIE,SC,80
CVS PHARMACY #05541,PAGELAND,SC,80
CVS PHARMACY #07016,PAWLEYS ISLAND,SC,200
CVS PHARMACY #03826,PORT ROYAL,SC,40
LOVELACE FAMILY MEDICINE PA,PROSPERITY,SC,1904.22
CVS PHARMACY #03809,ROCK HILL,SC,200
CVS PHARMACY #04288,ROCK HILL,SC,80
CVS PHARMACY #05679,ROCK HILL,SC,120
CVS PHARMACY #16710,ROCK HILL,SC,40
HARRIS TEETER LLC,ROCK HILL,SC,5382.66
CVS PHARMACY #05555,SANTEE,SC,160
CVS PHARMACY #03537,SENECA,SC,200
CVS PHARMACY #04693,SENECA,SC,80
CVS PHARMACY #00205,SIMPSONVILLE,SC,80
CVS PHARMACY #02192,SIMPSONVILLE,SC,40
CVS PHARMACY #02242,SIMPSONVILLE,SC,240
CVS PHARMACY #03805,SIMPSONVILLE,SC,40
CVS PHARMACY #03586,SPARTANBURG,SC,160
CVS PHARMACY #04174,SPARTANBURG,SC,80
CVS PHARMACY #04382,SPARTANBURG,SC,40
CVS PHARMACY #16688,SPARTANBURG,SC,80
SPARTANBURG MEDICAL CENTER,SPARTANBURG,SC,262.82
CVS PHARMACY #00563,SUMMERVILLE,SC,160
CVS PHARMACY #03113,SUMMERVILLE,SC,160
CVS PHARMACY #04204,SUMMERVILLE,SC,120
CVS PHARMACY #05580,SUMMERVILLE,SC,40
CVS PHARMACY #16825,SUMMERVILLE,SC,40
HARRIS TEETER LLC,SUMMERVILLE,SC,3981.4
CVS PHARMACY #04184,SUMTER,SC,80
CVS PHARMACY #05515,SURFSIDE BEACH,SC,200
CVS PHARMACY #04122,TAYLORS,SC,120
CVS PHARMACY #05552,TAYLORS,SC,200
CVS PHARMACY #03888,TRAVELERS REST,SC,80
CVS PHARMACY #03585,WALTERBORO,SC,40
CVS PHARMACY #07338,WEST COLUMBIA,SC,40
CVS PHARMACY #07556,WEST COLUMBIA,SC,40
CVS PHARMACY #05474,WINNSBORO,SC,80
CVS PHARMACY #02446,WOODRUFF,SC,120
LEWIS DRUG #10,SIOUX FALLS,SD,200
LEWIS DRUG #11,SIOUX FALLS,SD,160
LEWIS DRUG #12,SIOUX FALLS,SD,120
LEWIS DRUG #14,SIOUX FALLS,SD,40
LEWIS DRUG #2,SIOUX FALLS,SD,40
LEWIS DRUG #3,SIOUX FALLS,SD,80
LEWIS DRUG #4,SIOUX FALLS,SD,320
LEWIS DRUG #5,SIOUX FALLS,SD,520
LEWIS DRUG #6,SIOUX FALLS,SD,160
LEWIS DRUG #7,SIOUX FALLS,SD,40
LEWIS DRUG #9,SIOUX FALLS,SD,40
LEWIS DRUGS INC.,SIOUX FALLS,SD,80
LEWIS FAMILY DRUG #31,SIOUX FALLS,SD,160
LEWIS FAMILY DRUG #37,SIOUX FALLS,SD,40
LEWIS FAMILY DRUG #42,SIOUX FALLS,SD,560
LEWIS FAMILY DRUG #45,SIOUX FALLS,SD,120
LEWIS FAMILY DRUG #53,SIOUX FALLS,SD,440
LEWIS FAMILY DRUG #56,SIOUX FALLS,SD,160
LEWIS FAMILY DRUG #57,SIOUX FALLS,SD,80
LEWIS FAMILY DRUG #63,SIOUX FALLS,SD,80
LEWIS FAMILY DRUG #67,SIOUX FALLS,SD,40
LEWIS FAMILY DRUG #70,SIOUX FALLS,SD,80
LEWIS FAMILY DRUG #71,SIOUX FALLS,SD,40
LEWIS FAMILY DRUG #72,SIOUX FALLS,SD,40
LEWIS FAMILY DRUG #73,SIOUX FALLS,SD,200
LEWIS FAMILY DRUG LLC,SIOUX FALLS,SD,80
PHYSICIANS URGENT CARE PLLC,"155 COVEY DRIVE STE
100",TN,3360
CVS PHARMACY #06431,ANTIOCH,TN,80
CVS PHARMACY #07619,ARLINGTON,TN,200
CVS PHARMACY #03728,ATHENS,TN,80
CVS PHARMACY #03783,ATHENS,TN,40
CVS PHARMACY #06394,BRENTWOOD,TN,240
CVS PHARMACY #17099,BRENTWOOD,TN,120
DANVILLE REGIONAL MEDICAL CENTER LLC (SOVAH DANVILLE),BRENTWOOD,TN,67.84
DLP FRYE REGIONAL MEDICAL CENTER LLC,BRENTWOOD,TN,16.94
DLP TWIN COUNTY REGIONAL HEALTHCARE LLC,BRENTWOOD,TN,35.82
LOGAN GENERAL HOSPITAL LLC,BRENTWOOD,TN,79.21
PHC - FORT MORGAN INC. (COLORADO PLAINS),BRENTWOOD,TN,11.13
PHC-ELKO INC. (NORTHEAST NEVADA),BRENTWOOD,TN,16.94
PHC-LAS CRUCES INC.,BRENTWOOD,TN,426.05
RALEIGH GENERAL HOSPITAL LLC,BRENTWOOD,TN,8.5
CVS PHARMACY #07714,BRISTOL,TN,120
CVS PHARMACY #03732,CHATTANOOGA,TN,80
CVS PHARMACY #03735,CHATTANOOGA,TN,80
CVS PHARMACY #03782,CHATTANOOGA,TN,80
CVS PHARMACY #03963,CHATTANOOGA,TN,40
CVS PHARMACY #04370,CHATTANOOGA,TN,40
CVS PHARMACY #05665,CHATTANOOGA,TN,80
CVS PHARMACY #05687,CHATTANOOGA,TN,200
PREMIER MEDICAL GROUP,CLARKSVILLE,TN,262.65
CVS PHARMACY #03784,CLEVELAND,TN,80
CVS PHARMACY #17431,CLEVELAND,TN,80
BRITTANY DYE,COLLIERVILLE,TN,11.61
CVS PHARMACY #17026,COLLIERVILLE,TN,40
CVS PHARMACY #06413,COLUMBIA,TN,280
CVS PHARMACY #06421,COLUMBIA,TN,1080
CVS PHARMACY #02198,COOKEVILLE,TN,160
CVS PHARMACY #06434,COOKEVILLE,TN,200
CVS PHARMACY #04358,DECHERD,TN,80
CVS PHARMACY #06393,DICKSON,TN,40
DICKSON MEDICAL ASSOCIATES PC,DICKSON,TN,535.26
CVS PHARMACY #07771,DRESDEN,TN,40
CVS PHARMACY #07276,ERWIN,TN,40
CVS PHARMACY #05639,FARRAGUT,TN,40
CARTERS DRUG STORE,FAYETTEVILLE,TN,1480
CVS PHARMACY #04352,FAYETTEVILLE,TN,80
CVS PHARMACY #06399,FRANKLIN,TN,120
CVS PHARMACY #06415,FRANKLIN,TN,240
CVS PHARMACY #17079,FRANKLIN,TN,80
CVS PHARMACY #06441,GALLATIN,TN,120
TRICARE PHARMACY LLC DBA PRIMECARE PHARMACY,GALLATIN,TN,7422.43
CVS PHARMACY #03740,HARRIMAN,TN,80
CVS PHARMACY #16841,HENDERSONVILLE,TN,240
CVS PHARMACY #06435,HERMITAGE,TN,40
CVS PHARMACY #02426,HIXSON,TN,80
CVS PHARMACY #04428,HIXSON,TN,120
CVS PHARMACY #17143,HIXSON,TN,120
CVS PHARMACY #03713,JOHNSON CITY,TN,80
CVS PHARMACY #03717,JOHNSON CITY,TN,40
CVS PHARMACY #05636,JOHNSON CITY,TN,40
FRANKLIN WOODS COMMUNITY HOSPITAL,JOHNSON CITY,TN,62.65
TOTAL HEALTH AND WELLNESS PLLC,JOHNSON CITY,TN,120
CVS PHARMACY #04240,KINGSPORT,TN,40
CVS PHARMACY #07639,KINGSPORT,TN,40
CVS PHARMACY #17398,KINGSPORT,TN,40
PINNEYS PRESCRIPTION SHOP,KINGSPORT,TN,1530.38
CVS PHARMACY #03729,KNOXVILLE,TN,80
CVS PHARMACY #03743,KNOXVILLE,TN,40
CVS PHARMACY #03762,KNOXVILLE,TN,80
CVS PHARMACY #04180,KNOXVILLE,TN,40
CVS PHARMACY #05761,KNOXVILLE,TN,240
CVS PHARMACY #06355,KNOXVILLE,TN,40
CVS PHARMACY #06363,KNOXVILLE,TN,800
CVS PHARMACY #06364,KNOXVILLE,TN,120
CVS PHARMACY #07698,KNOXVILLE,TN,280
CVS PHARMACY #16034,KNOXVILLE,TN,80
CVS PHARMACY #16709,KNOXVILLE,TN,280
CVS PHARMACY #17146,KNOXVILLE,TN,120
CVS PHARMACY #17651,KNOXVILLE,TN,520
KSC INC,LAFAYETTE,TN,640
CVS PHARMACY #06429,LEBANON,TN,80
GIBBS PHARMACY,LEBANON,TN,26763.2
CVS PHARMACY #05601,LENOIR CITY,TN,40
SPRINGER MEDICAL ASSOCIATES,LEXINGTON,TN,400
CVS PHARMACY #06424,MADISON,TN,160
CVS PHARMACY #16031,MADISON,TN,40
CVS PHARMACY #11071,MARTIN,TN,80
CVS PHARMACY #05671,MARYVILLE,TN,120
LORI A. BAXTER MD FAAP,MARYVILLE,TN,880
CVS PHARMACY #04928,MEMPHIS,TN,40
CVS PHARMACY #04990,MEMPHIS,TN,40
CVS PHARMACY #06304,MEMPHIS,TN,40
CVS PHARMACY #16023,MEMPHIS,TN,80
CVS PHARMACY #16417,MEMPHIS,TN,40
CVS PHARMACY #17525,MEMPHIS,TN,40
PHYSICIAN ASSOCIATE INTERDISCIPLINARY CLINIC (PAIN-C),MEMPHIS,TN,906.73
ZUP MEDICAL SERVICES,MEMPHIS,TN,9371.86
FPM LLC,MILAN,TN,2655.47
MARY BETH TILLMAN,MILAN,TN,26628.2
CVS PHARMACY #04421,MONTEAGLE,TN,240
CVS PHARMACY #03727,MORRISTOWN,TN,80
CVS PHARMACY #17209,MOUNT JULIET,TN,200
CVS PHARMACY #02179,MURFREESBORO,TN,80
CVS PHARMACY #04110,MURFREESBORO,TN,160
CVS PHARMACY #06416,MURFREESBORO,TN,240
CVS PHARMACY #06420,MURFREESBORO,TN,160
CVS PHARMACY #06044,NASHVILLE,TN,160
CVS PHARMACY #06398,NASHVILLE,TN,200
CVS PHARMACY #06412,NASHVILLE,TN,440
CVS PHARMACY #06427,NASHVILLE,TN,120
CVS PHARMACY #06433,NASHVILLE,TN,280
CVS PHARMACY #06436,NASHVILLE,TN,360
CVS PHARMACY #06437,NASHVILLE,TN,560
CVS PHARMACY #07608,NASHVILLE,TN,120
CVS PHARMACY #07626,NASHVILLE,TN,240
CVS PHARMACY #16032,NASHVILLE,TN,400
CVS PHARMACY #16444,NASHVILLE,TN,120
CVS PHARMACY #17316,NASHVILLE,TN,40
KIOSK MEDICINE OF KENTUCKY LLC,NASHVILLE,TN,12654.24
THE LITTLE CLINIC OF ARIZONA LLC,NASHVILLE,TN,8761.93
THE LITTLE CLINIC OF COLORADO LLC,NASHVILLE,TN,23725.17
THE LITTLE CLINIC OF GEORGIA LLC,NASHVILLE,TN,9039.93
THE LITTLE CLINIC OF IN LLC,NASHVILLE,TN,6219.47
THE LITTLE CLINIC OF KANSAS LLC,NASHVILLE,TN,5153.53
THE LITTLE CLINIC OF OHIO LLC,NASHVILLE,TN,38549.7
THE LITTLE CLINIC OF TENNESSEE LLC,NASHVILLE,TN,14219.62
THE LITTLE CLINIC OF VA LLC,NASHVILLE,TN,1277.57
CVS PHARMACY #03723,OAK RIDGE,TN,80
BFP INC.,OOLTEWAH,TN,5080
CVS PHARMACY #02404,POWELL,TN,80
CVS PHARMACY #03792,ROGERSVILLE,TN,120
CVS PHARMACY #10072,SAVANNAH,TN,40
CVS PHARMACY #06361,SEVIERVILLE,TN,80
CVS PHARMACY #06400,SHELBYVILLE,TN,40
CVS PHARMACY #07289,SIGNAL MOUNTAIN,TN,40
CVS PHARMACY #06414,SMYRNA,TN,40
CVS PHARMACY #10949,SMYRNA,TN,80
CVS PHARMACY #05694,SODDY-DAISY,TN,240
CVS PHARMACY #17426,SPRING HILL,TN,600
CVS PHARMACY #06438,SPRINGFIELD,TN,80
CVS PHARMACY #00386,THOMPSON'S STATION,TN,160
CVS PHARMACY #07793,TRENTON,TN,80
