Comparison_Type,Week_Ending,Current_Season_Week_Ending_Label,Comparison_Group1,Comparison_Group2,Comparison_Group1_Point_Estimate,Comparison_Group2_Point_Estimate,Difference_Estimate,Difference_Estimate_Lower_95_CI,Difference_Estimate_Upper_95_CI,Signficant_at_95_Pct,Comparison_Group1_Sort_Order,Comparison_Group2_Sort_Order
Between Season Age Comparison,12/30/2023,12/30/2023,6-23 months,6-23 months,52.6,54.2,-1.5,-4.6,1.5,,4,4
Between Season Age Comparison,12/30/2023,12/30/2023,Overall,Overall,44.8,49.2,-4.4,-5.6,-3.3,*,2,2
Between Season Age Comparison,01/06/2024,01/06/2024,12-17 years,12-17 years,43.1,45.7,-2.6,-4.4,-0.9,*,7,7
Between Season Age Comparison,01/06/2024,01/06/2024,13-17 years,13-17 years,41.9,44.4,-2.5,-4.4,-0.6,*,9,9
Between Season Age Comparison,01/06/2024,01/06/2024,5-11 years,5-11 years,48.5,51.3,-2.8,-4.2,-1.3,*,6,6
Between Season Age Comparison,01/06/2024,01/06/2024,5-12 years,5-12 years,48.8,51,-2.3,-3.6,-0.9,*,8,8
Between Season Age Comparison,01/06/2024,01/06/2024,5-17 years,5-17 years,45.9,48.2,-2.3,-3.4,-1.2,*,5,5
Between Season Age Comparison,01/06/2024,01/06/2024,6 months-4 years,6 months-4 years,54.6,56.7,-2.2,-4.1,-0.3,*,3,3
Between Season Age Comparison,01/06/2024,01/06/2024,6-23 months,6-23 months,58.1,58.7,-0.6,-3.7,2.4,,4,4
Between Season Age Comparison,01/06/2024,01/06/2024,Overall,Overall,47.9,50.2,-2.3,-3.3,-1.3,*,2,2
Between Season Age Comparison,01/13/2024,01/13/2024,12-17 years,12-17 years,43.2,46,-2.7,-4.4,-1,*,7,7
Between Season Age Comparison,01/13/2024,01/13/2024,13-17 years,13-17 years,42,44.5,-2.5,-4.3,-0.7,*,9,9
Between Season Age Comparison,01/13/2024,01/13/2024,5-11 years,5-11 years,49.1,51.5,-2.4,-3.9,-0.9,*,6,6
Between Season Age Comparison,01/13/2024,01/13/2024,5-12 years,5-12 years,49.2,51.2,-2,-3.4,-0.6,*,8,8
Between Season Age Comparison,01/13/2024,01/13/2024,5-17 years,5-17 years,46.2,48.4,-2.2,-3.3,-1.1,*,5,5
Between Season Age Comparison,01/13/2024,01/13/2024,6 months-4 years,6 months-4 years,55.1,57.2,-2,-4,0,,3,3
Between Season Age Comparison,01/13/2024,01/13/2024,6-23 months,6-23 months,58.3,58.7,-0.5,-3.5,2.6,,4,4
Between Season Age Comparison,01/13/2024,01/13/2024,Overall,Overall,48.3,50.5,-2.1,-3.1,-1.2,*,2,2
Between Season Age Comparison,01/20/2024,01/20/2024,12-17 years,12-17 years,43.3,46.1,-2.8,-4.5,-1.2,*,7,7
Between Season Age Comparison,01/20/2024,01/20/2024,13-17 years,13-17 years,42.1,44.7,-2.5,-4.3,-0.7,*,9,9
Between Season Age Comparison,01/20/2024,01/20/2024,5-11 years,5-11 years,49.4,52.4,-3,-4.6,-1.4,*,6,6
Between Season Age Comparison,01/20/2024,01/20/2024,5-12 years,5-12 years,49.5,52,-2.5,-4,-1.1,*,8,8
Between Season Age Comparison,01/20/2024,01/20/2024,5-17 years,5-17 years,46.4,48.9,-2.5,-3.7,-1.4,*,5,5
Between Season Age Comparison,01/20/2024,01/20/2024,6 months-4 years,6 months-4 years,55.9,58.5,-2.6,-4.8,-0.4,*,3,3
Between Season Age Comparison,01/20/2024,01/20/2024,6-23 months,6-23 months,59.6,61.1,-1.5,-5.3,2.3,,4,4
Between Season Age Comparison,01/20/2024,01/20/2024,Overall,Overall,48.7,51.3,-2.6,-3.6,-1.6,*,2,2
Between Season Age Comparison,01/27/2024,01/27/2024,12-17 years,12-17 years,43.3,46.4,-3.2,-4.9,-1.4,*,7,7
Between Season Age Comparison,01/27/2024,01/27/2024,13-17 years,13-17 years,42.2,45,-2.8,-4.7,-0.9,*,9,9
Between Season Age Comparison,01/27/2024,01/27/2024,5-11 years,5-11 years,49.8,52.9,-3.1,-4.9,-1.4,*,6,6
Between Season Age Comparison,01/27/2024,01/27/2024,5-12 years,5-12 years,49.8,52.6,-2.7,-4.3,-1.1,*,8,8
Between Season Age Comparison,01/27/2024,01/27/2024,5-17 years,5-17 years,46.6,49.4,-2.8,-4,-1.5,*,5,5
Between Season Age Comparison,01/27/2024,01/27/2024,6 months-4 years,6 months-4 years,56.4,58.7,-2.2,-4.5,0,,3,3
Between Season Age Comparison,01/27/2024,01/27/2024,6-23 months,6-23 months,60.5,61.3,-0.7,-4.8,3.3,,4,4
Between Season Age Comparison,01/27/2024,01/27/2024,Overall,Overall,49,51.7,-2.7,-3.8,-1.6,*,2,2
Between Season Age Comparison,02/03/2024,02/03/2024,12-17 years,12-17 years,45.2,46.5,-1.3,-2.9,0.3,,7,7
Between Season Age Comparison,02/03/2024,02/03/2024,13-17 years,13-17 years,44,45.3,-1.3,-3.1,0.4,,9,9
Between Season Age Comparison,02/03/2024,02/03/2024,5-11 years,5-11 years,50.9,54,-3.1,-4.7,-1.6,*,6,6
Between Season Age Comparison,02/03/2024,02/03/2024,5-12 years,5-12 years,51,53.8,-2.7,-4.1,-1.3,*,8,8
Between Season Age Comparison,02/03/2024,02/03/2024,5-17 years,5-17 years,48,50.5,-2.5,-3.6,-1.3,*,5,5
Between Season Age Comparison,02/03/2024,02/03/2024,6 months-4 years,6 months-4 years,57.2,59.6,-2.4,-4.4,-0.4,*,3,3
Between Season Age Comparison,02/03/2024,02/03/2024,6-23 months,6-23 months,61.6,62.7,-1.1,-4.3,2.1,,4,4
Between Season Age Comparison,02/03/2024,02/03/2024,Overall,Overall,50.2,52.7,-2.5,-3.4,-1.5,*,2,2
Between Season Age Comparison,02/10/2024,02/10/2024,12-17 years,12-17 years,45.4,46.6,-1.2,-2.8,0.4,,7,7
Between Season Age Comparison,02/10/2024,02/10/2024,13-17 years,13-17 years,44,45.3,-1.4,-3.1,0.4,,9,9
Between Season Age Comparison,02/10/2024,02/10/2024,5-11 years,5-11 years,51.2,54.5,-3.3,-5,-1.7,*,6,6
Between Season Age Comparison,02/10/2024,02/10/2024,5-12 years,5-12 years,51.3,54.2,-2.9,-4.4,-1.4,*,8,8
Between Season Age Comparison,02/10/2024,02/10/2024,5-17 years,5-17 years,48.5,50.8,-2.3,-3.5,-1.1,*,5,5
Between Season Age Comparison,02/10/2024,02/10/2024,6 months-4 years,6 months-4 years,57.5,59.8,-2.3,-4.3,-0.3,*,3,3
Between Season Age Comparison,02/10/2024,02/10/2024,6-23 months,6-23 months,62.3,63.1,-0.8,-4.1,2.6,,4,4
Between Season Age Comparison,02/10/2024,02/10/2024,Overall,Overall,50.6,53,-2.4,-3.4,-1.3,*,2,2
Between Season Age Comparison,02/17/2024,02/17/2024,12-17 years,12-17 years,45.4,46.9,-1.5,-3.1,0.1,,7,7
Between Season Age Comparison,02/17/2024,02/17/2024,13-17 years,13-17 years,44,45.7,-1.7,-3.5,0.1,,9,9
Between Season Age Comparison,02/17/2024,02/17/2024,5-11 years,5-11 years,51.5,54.7,-3.2,-4.9,-1.5,*,6,6
Between Season Age Comparison,02/17/2024,02/17/2024,5-12 years,5-12 years,51.6,54.5,-2.8,-4.4,-1.3,*,8,8
Between Season Age Comparison,02/17/2024,02/17/2024,5-17 years,5-17 years,48.5,51.1,-2.6,-3.8,-1.4,*,5,5
Between Season Age Comparison,02/17/2024,02/17/2024,6 months-4 years,6 months-4 years,58.3,60.1,-1.8,-3.9,0.3,,3,3
Between Season Age Comparison,02/17/2024,02/17/2024,6-23 months,6-23 months,63.4,63.1,0.3,-3.2,3.8,,4,4
Between Season Age Comparison,02/17/2024,02/17/2024,Overall,Overall,50.9,53.3,-2.4,-3.5,-1.4,*,2,2
Between Season Age Comparison,02/24/2024,02/24/2024,12-17 years,12-17 years,45.4,47,-1.6,-3.2,0.1,,7,7
Between Season Age Comparison,02/24/2024,02/24/2024,13-17 years,13-17 years,44,45.7,-1.8,-3.6,0,,9,9
Between Season Age Comparison,02/24/2024,02/24/2024,5-11 years,5-11 years,51.5,55,-3.5,-5.2,-1.7,*,6,6
Between Season Age Comparison,02/24/2024,02/24/2024,5-12 years,5-12 years,51.6,54.7,-3.1,-4.7,-1.5,*,8,8
Between Season Age Comparison,02/24/2024,02/24/2024,5-17 years,5-17 years,48.5,51.3,-2.7,-4,-1.5,*,5,5
Between Season Age Comparison,02/24/2024,02/24/2024,6 months-4 years,6 months-4 years,58.3,60.8,-2.5,-4.8,-0.2,*,3,3
Between Season Age Comparison,02/24/2024,02/24/2024,6-23 months,6-23 months,63.5,63.2,0.3,-3.2,3.8,,4,4
Between Season Age Comparison,02/24/2024,02/24/2024,Overall,Overall,50.9,53.6,-2.7,-3.8,-1.6,*,2,2
Between Season Age Comparison,03/02/2024,03/02/2024,12-17 years,12-17 years,46.5,48,-1.6,-3.2,0.1,,7,7
Between Season Age Comparison,03/02/2024,03/02/2024,13-17 years,13-17 years,45.1,46.8,-1.6,-3.5,0.2,,9,9
Between Season Age Comparison,03/02/2024,03/02/2024,5-11 years,5-11 years,52.6,55.8,-3.1,-4.8,-1.5,*,6,6
Between Season Age Comparison,03/02/2024,03/02/2024,5-12 years,5-12 years,52.6,55.4,-2.8,-4.3,-1.3,*,8,8
Between Season Age Comparison,03/02/2024,03/02/2024,5-17 years,5-17 years,49.6,52.1,-2.5,-3.8,-1.3,*,5,5
Between Season Age Comparison,03/02/2024,03/02/2024,6 months-4 years,6 months-4 years,59.8,61.4,-1.7,-3.7,0.4,,3,3
Between Season Age Comparison,03/02/2024,03/02/2024,6-23 months,6-23 months,65.1,65.2,-0.1,-3.5,3.4,,4,4
Between Season Age Comparison,03/02/2024,03/02/2024,Overall,Overall,52,54.4,-2.4,-3.4,-1.3,*,2,2
Between Season Age Comparison,03/09/2024,03/09/2024,12-17 years,12-17 years,46.5,48.2,-1.7,-3.4,0,,7,7
Between Season Age Comparison,03/09/2024,03/09/2024,13-17 years,13-17 years,45.1,47,-1.8,-3.7,0,,9,9
Between Season Age Comparison,03/09/2024,03/09/2024,5-11 years,5-11 years,52.7,55.8,-3.1,-4.7,-1.4,*,6,6
Between Season Age Comparison,03/09/2024,03/09/2024,5-12 years,5-12 years,52.7,55.5,-2.8,-4.3,-1.3,*,8,8
Between Season Age Comparison,03/09/2024,03/09/2024,5-17 years,5-17 years,49.6,52.3,-2.7,-3.9,-1.4,*,5,5
Between Season Age Comparison,03/09/2024,03/09/2024,6 months-4 years,6 months-4 years,60,61.4,-1.4,-3.5,0.6,,3,3
Between Season Age Comparison,03/09/2024,03/09/2024,6-23 months,6-23 months,65.2,65.2,0,-3.4,3.4,,4,4
Between Season Age Comparison,03/09/2024,03/09/2024,Overall,Overall,52.1,54.5,-2.4,-3.5,-1.4,*,2,2
Between Season Age Comparison,03/16/2024,03/16/2024,12-17 years,12-17 years,46.5,48.4,-1.9,-3.5,-0.2,*,7,7
Between Season Age Comparison,03/16/2024,03/16/2024,13-17 years,13-17 years,45.1,47.2,-2.1,-4,-0.2,*,9,9
Between Season Age Comparison,03/16/2024,03/16/2024,5-11 years,5-11 years,52.7,55.8,-3.1,-4.7,-1.4,*,6,6
Between Season Age Comparison,03/16/2024,03/16/2024,5-12 years,5-12 years,52.7,55.5,-2.7,-4.2,-1.2,*,8,8
Between Season Age Comparison,03/16/2024,03/16/2024,5-17 years,5-17 years,49.6,52.4,-2.8,-4,-1.6,*,5,5
Between Season Age Comparison,03/16/2024,03/16/2024,6 months-4 years,6 months-4 years,60.2,61.5,-1.3,-3.4,0.8,,3,3
Between Season Age Comparison,03/16/2024,03/16/2024,6-23 months,6-23 months,65.2,65.3,-0.1,-3.6,3.3,,4,4
Between Season Age Comparison,03/16/2024,03/16/2024,Overall,Overall,52.2,54.6,-2.4,-3.5,-1.4,*,2,2
Between Season Age Comparison,03/23/2024,03/23/2024,12-17 years,12-17 years,47,48.4,-1.4,-3.1,0.4,,7,7
Between Season Age Comparison,03/23/2024,03/23/2024,13-17 years,13-17 years,45.7,47.2,-1.5,-3.5,0.4,,9,9
Between Season Age Comparison,03/23/2024,03/23/2024,5-11 years,5-11 years,52.8,55.8,-3,-4.6,-1.4,*,6,6
Between Season Age Comparison,03/23/2024,03/23/2024,5-12 years,5-12 years,52.9,55.5,-2.6,-4.1,-1.1,*,8,8
Between Season Age Comparison,03/23/2024,03/23/2024,5-17 years,5-17 years,49.9,52.4,-2.5,-3.8,-1.3,*,5,5
Between Season Age Comparison,03/23/2024,03/23/2024,6 months-4 years,6 months-4 years,60.4,62,-1.6,-3.9,0.6,,3,3
Between Season Age Comparison,03/23/2024,03/23/2024,6-23 months,6-23 months,65.2,66.2,-1,-4.7,2.7,,4,4
Between Season Age Comparison,03/23/2024,03/23/2024,Overall,Overall,52.4,54.8,-2.3,-3.4,-1.2,*,2,2
Between Season Age Comparison,03/30/2024,03/30/2024,12-17 years,12-17 years,47,48.7,-1.8,-3.5,0,,7,7
Between Season Age Comparison,03/30/2024,03/30/2024,13-17 years,13-17 years,45.7,47.4,-1.7,-3.7,0.2,,9,9
Between Season Age Comparison,03/30/2024,03/30/2024,5-11 years,5-11 years,52.9,56.4,-3.5,-5.2,-1.9,*,6,6
Between Season Age Comparison,03/30/2024,03/30/2024,5-12 years,5-12 years,52.9,56.2,-3.2,-4.7,-1.7,*,8,8
Between Season Age Comparison,03/30/2024,03/30/2024,5-17 years,5-17 years,50,52.8,-2.8,-4.1,-1.6,*,5,5
Between Season Age Comparison,03/30/2024,03/30/2024,6 months-4 years,6 months-4 years,60.4,62.8,-2.4,-4.5,-0.3,*,3,3
Between Season Age Comparison,03/30/2024,03/30/2024,6-23 months,6-23 months,65.2,66.6,-1.3,-4.8,2.1,,4,4
Between Season Age Comparison,03/30/2024,03/30/2024,Overall,Overall,52.5,55.2,-2.8,-3.8,-1.7,*,2,2
Between Season Age Comparison,04/06/2024,04/06/2024,12-17 years,12-17 years,47.3,48.7,-1.4,-3.1,0.4,,7,7
Between Season Age Comparison,04/06/2024,04/06/2024,13-17 years,13-17 years,45.8,47.4,-1.6,-3.5,0.3,,9,9
Between Season Age Comparison,04/06/2024,04/06/2024,5-11 years,5-11 years,53.8,56.4,-2.7,-4.3,-1,*,6,6
Between Season Age Comparison,04/06/2024,04/06/2024,5-12 years,5-12 years,53.8,56.2,-2.3,-3.9,-0.8,*,8,8
Between Season Age Comparison,04/06/2024,04/06/2024,5-17 years,5-17 years,50.7,52.8,-2.1,-3.4,-0.9,*,5,5
Between Season Age Comparison,04/06/2024,04/06/2024,6 months-4 years,6 months-4 years,61.6,62.8,-1.2,-3.4,1,,3,3
Between Season Age Comparison,04/06/2024,04/06/2024,6-23 months,6-23 months,67.1,66.6,0.5,-3,4.1,,4,4
Between Season Age Comparison,04/06/2024,04/06/2024,Overall,Overall,53.2,55.3,-2,-3.1,-0.9,*,2,2
Between Season Age Comparison,04/13/2024,04/13/2024,12-17 years,12-17 years,47.4,48.8,-1.4,-3.1,0.3,,7,7
Between Season Age Comparison,04/13/2024,04/13/2024,13-17 years,13-17 years,45.8,47.5,-1.7,-3.6,0.2,,9,9
Between Season Age Comparison,04/13/2024,04/13/2024,5-11 years,5-11 years,53.8,56.4,-2.7,-4.3,-1,*,6,6
Between Season Age Comparison,04/13/2024,04/13/2024,5-12 years,5-12 years,53.8,56.2,-2.3,-3.9,-0.8,*,8,8
Between Season Age Comparison,04/13/2024,04/13/2024,5-17 years,5-17 years,50.7,52.8,-2.1,-3.3,-0.9,*,5,5
Between Season Age Comparison,04/13/2024,04/13/2024,6 months-4 years,6 months-4 years,61.6,62.8,-1.2,-3.4,1,,3,3
Between Season Age Comparison,04/13/2024,04/13/2024,6-23 months,6-23 months,67.1,66.6,0.5,-3,4,,4,4
Between Season Age Comparison,04/13/2024,04/13/2024,Overall,Overall,53.3,55.3,-2,-3.1,-0.9,*,2,2
Between Season Age Comparison,04/20/2024,04/20/2024,12-17 years,12-17 years,47.4,48.8,-1.4,-3.1,0.3,,7,7
Between Season Age Comparison,04/20/2024,04/20/2024,13-17 years,13-17 years,45.8,47.5,-1.7,-3.6,0.2,,9,9
Between Season Age Comparison,04/20/2024,04/20/2024,5-11 years,5-11 years,53.8,56.4,-2.6,-4.3,-0.9,*,6,6
Between Season Age Comparison,04/20/2024,04/20/2024,5-12 years,5-12 years,53.9,56.2,-2.3,-3.8,-0.8,*,8,8
Between Season Age Comparison,04/20/2024,04/20/2024,5-17 years,5-17 years,50.7,52.8,-2.1,-3.3,-0.8,*,5,5
Between Season Age Comparison,04/20/2024,04/20/2024,6 months-4 years,6 months-4 years,61.8,63.2,-1.5,-3.7,0.8,,3,3
Between Season Age Comparison,04/20/2024,04/20/2024,6-23 months,6-23 months,67.1,67.3,-0.2,-3.9,3.4,,4,4
Between Season Age Comparison,04/20/2024,04/20/2024,Overall,Overall,53.4,55.4,-2,-3.1,-0.9,*,2,2
Between Season Age Comparison,04/27/2024,04/27/2024,12-17 years,12-17 years,47.4,48.8,-1.4,-3.1,0.3,,7,7
Between Season Age Comparison,04/27/2024,04/27/2024,13-17 years,13-17 years,45.8,47.5,-1.7,-3.6,0.2,,9,9
Between Season Age Comparison,04/27/2024,04/27/2024,5-11 years,5-11 years,53.9,56.7,-2.7,-4.5,-1,*,6,6
Between Season Age Comparison,04/27/2024,04/27/2024,5-12 years,5-12 years,54,56.4,-2.4,-4,-0.8,*,8,8
Between Season Age Comparison,04/27/2024,04/27/2024,5-17 years,5-17 years,50.8,52.9,-2.1,-3.4,-0.9,*,5,5
Between Season Age Comparison,04/27/2024,04/27/2024,6 months-4 years,6 months-4 years,61.8,63.4,-1.6,-3.8,0.7,,3,3
Between Season Age Comparison,04/27/2024,04/27/2024,6-23 months,6-23 months,67.2,67.7,-0.5,-4.1,3.2,,4,4
Between Season Age Comparison,04/27/2024,04/27/2024,Overall,Overall,53.5,55.5,-2.1,-3.2,-1,*,2,2
Between Season Age Comparison,05/04/2024,05/04/2024,12-17 years,12-17 years,47.6,49.2,-1.6,-3.4,0.2,,7,7
Between Season Age Comparison,05/04/2024,05/04/2024,13-17 years,13-17 years,46.3,47.9,-1.6,-3.6,0.4,,9,9
Between Season Age Comparison,05/04/2024,05/04/2024,5-11 years,5-11 years,54.2,57.3,-3,-4.8,-1.3,*,6,6
Between Season Age Comparison,05/04/2024,05/04/2024,5-12 years,5-12 years,54.2,57,-2.8,-4.4,-1.2,*,8,8
Between Season Age Comparison,05/04/2024,05/04/2024,5-17 years,5-17 years,51,53.5,-2.5,-3.8,-1.3,*,5,5
Between Season Age Comparison,05/04/2024,05/04/2024,6 months-4 years,6 months-4 years,63.2,63.8,-0.6,-3,1.8,,3,3
Between Season Age Comparison,05/04/2024,05/04/2024,6-23 months,6-23 months,68.9,68.1,0.8,-3.1,4.8,,4,4
Between Season Age Comparison,05/04/2024,05/04/2024,Overall,Overall,53.9,56,-2.1,-3.3,-1,*,2,2
Between Season Age Comparison,05/11/2024,05/11/2024,12-17 years,12-17 years,47.6,49.2,-1.6,-3.4,0.2,,7,7
Between Season Age Comparison,05/11/2024,05/11/2024,13-17 years,13-17 years,46.3,47.9,-1.6,-3.6,0.4,,9,9
Between Season Age Comparison,05/11/2024,05/11/2024,5-11 years,5-11 years,54.2,57.3,-3.1,-4.9,-1.4,*,6,6
Between Season Age Comparison,05/11/2024,05/11/2024,5-12 years,5-12 years,54.2,57.1,-2.9,-4.5,-1.3,*,8,8
Between Season Age Comparison,05/11/2024,05/11/2024,5-17 years,5-17 years,51,53.6,-2.6,-3.9,-1.3,*,5,5
Between Season Age Comparison,05/11/2024,05/11/2024,6 months-4 years,6 months-4 years,63.2,63.8,-0.6,-3,1.8,,3,3
Between Season Age Comparison,05/11/2024,05/11/2024,6-23 months,6-23 months,68.9,68.1,0.8,-3.1,4.8,,4,4
Between Season Age Comparison,05/11/2024,05/11/2024,Overall,Overall,53.9,56,-2.2,-3.3,-1,*,2,2
Between Season Mother's Education Comparison,10/07/2023,10/07/2023,>= College degree,>= College degree,18.7,20.5,-1.8,-3.2,-0.5,*,13,13
Between Season Mother's Education Comparison,10/07/2023,10/07/2023,High school or equivalent,High school or equivalent,17.3,16.1,1.3,-0.6,3.1,,11,11
Between Season Mother's Education Comparison,10/07/2023,10/07/2023,Less than high school,Less than high school,21.7,18.8,2.9,0.2,5.6,*,10,10
Between Season Mother's Education Comparison,10/07/2023,10/07/2023,Some college,Some college,15.1,16.7,-1.5,-3.6,0.6,,12,12
Between Season Mother's Education Comparison,10/07/2023,10/07/2023,Overall,Overall,18,19.5,-1.5,-2.5,-0.4,*,2,2
Between Season Mother's Education Comparison,10/14/2023,10/14/2023,>= College degree,>= College degree,22.5,24,-1.4,-3.1,0.2,,13,13
Between Season Mother's Education Comparison,10/14/2023,10/14/2023,High school or equivalent,High school or equivalent,19.2,20.2,-1,-3.9,1.8,,11,11
Between Season Mother's Education Comparison,10/14/2023,10/14/2023,Less than high school,Less than high school,22.8,18.8,4,1.2,6.7,*,10,10
Between Season Mother's Education Comparison,10/14/2023,10/14/2023,Some college,Some college,17,17.4,-0.4,-2.3,1.5,,12,12
Between Season Mother's Education Comparison,10/14/2023,10/14/2023,Overall,Overall,20.9,22,-1.1,-2.2,0,,2,2
Between Season Mother's Education Comparison,10/21/2023,10/21/2023,>= College degree,>= College degree,28.2,29.1,-1,-3.1,1.1,,13,13
Between Season Mother's Education Comparison,10/21/2023,10/21/2023,High school or equivalent,High school or equivalent,21,20.9,0.2,-2.5,2.9,,11,11
Between Season Mother's Education Comparison,10/21/2023,10/21/2023,Less than high school,Less than high school,24.7,19.2,5.4,2.5,8.3,*,10,10
Between Season Mother's Education Comparison,10/21/2023,10/21/2023,Some college,Some college,19.8,19.3,0.6,-1.7,2.8,,12,12
Between Season Mother's Education Comparison,10/21/2023,10/21/2023,Overall,Overall,24.7,25.2,-0.5,-1.8,0.8,,2,2
Between Season Mother's Education Comparison,10/28/2023,10/28/2023,>= College degree,>= College degree,30.2,33,-2.8,-5.4,-0.2,*,13,13
Between Season Mother's Education Comparison,10/28/2023,10/28/2023,High school or equivalent,High school or equivalent,22.3,22.2,0.2,-2.9,3.3,,11,11
Between Season Mother's Education Comparison,10/28/2023,10/28/2023,Less than high school,Less than high school,24.7,19.2,5.5,2.5,8.4,*,10,10
Between Season Mother's Education Comparison,10/28/2023,10/28/2023,Some college,Some college,21.5,21,0.5,-2.3,3.2,,12,12
Between Season Mother's Education Comparison,10/28/2023,10/28/2023,Overall,Overall,26.3,27.8,-1.5,-3.1,0.1,,2,2
Between Season Mother's Education Comparison,11/04/2023,11/04/2023,>= College degree,>= College degree,40.9,43.9,-3,-4.3,-1.7,*,13,13
Between Season Mother's Education Comparison,11/04/2023,11/04/2023,High school or equivalent,High school or equivalent,26.7,28.5,-1.9,-3.9,0.2,,11,11
Between Season Mother's Education Comparison,11/04/2023,11/04/2023,Less than high school,Less than high school,32.5,29.7,2.7,-0.1,5.6,,10,10
Between Season Mother's Education Comparison,11/04/2023,11/04/2023,Some college,Some college,27.1,29.6,-2.6,-4.2,-0.9,*,12,12
Between Season Mother's Education Comparison,11/04/2023,11/04/2023,Overall,Overall,34.4,36.5,-2.1,-3,-1.2,*,2,2
Between Season Mother's Education Comparison,11/11/2023,11/11/2023,>= College degree,>= College degree,43.7,46.8,-3.1,-4.8,-1.4,*,13,13
Between Season Mother's Education Comparison,11/11/2023,11/11/2023,High school or equivalent,High school or equivalent,27.9,31.2,-3.3,-5.7,-0.9,*,11,11
Between Season Mother's Education Comparison,11/11/2023,11/11/2023,Less than high school,Less than high school,32.5,30.7,1.8,-1.2,4.8,,10,10
Between Season Mother's Education Comparison,11/11/2023,11/11/2023,Some college,Some college,28.4,31.7,-3.2,-5.2,-1.3,*,12,12
Between Season Mother's Education Comparison,11/11/2023,11/11/2023,Overall,Overall,36.3,39.1,-2.7,-3.8,-1.6,*,2,2
Between Season Mother's Education Comparison,11/18/2023,11/18/2023,>= College degree,>= College degree,46.3,49.6,-3.4,-5.4,-1.3,*,13,13
Between Season Mother's Education Comparison,11/18/2023,11/18/2023,High school or equivalent,High school or equivalent,28.8,32.4,-3.5,-6.1,-1,*,11,11
Between Season Mother's Education Comparison,11/18/2023,11/18/2023,Less than high school,Less than high school,32.6,31.4,1.2,-1.9,4.3,,10,10
Between Season Mother's Education Comparison,11/18/2023,11/18/2023,Some college,Some college,28.8,33.3,-4.5,-6.7,-2.3,*,12,12
Between Season Mother's Education Comparison,11/18/2023,11/18/2023,Overall,Overall,37.8,41.2,-3.3,-4.6,-2.1,*,2,2
Between Season Mother's Education Comparison,11/25/2023,11/25/2023,>= College degree,>= College degree,47.2,52,-4.8,-7.4,-2.2,*,13,13
Between Season Mother's Education Comparison,11/25/2023,11/25/2023,High school or equivalent,High school or equivalent,29.8,32.7,-2.9,-5.7,-0.1,*,11,11
Between Season Mother's Education Comparison,11/25/2023,11/25/2023,Less than high school,Less than high school,34.3,33.9,0.5,-5.7,6.6,,10,10
Between Season Mother's Education Comparison,11/25/2023,11/25/2023,Some college,Some college,29.2,34.9,-5.7,-8.5,-2.9,*,12,12
Between Season Mother's Education Comparison,11/25/2023,11/25/2023,Overall,Overall,38.7,43,-4.3,-5.9,-2.7,*,2,2
Between Season Mother's Education Comparison,12/02/2023,12/02/2023,>= College degree,>= College degree,51.6,54.9,-3.2,-4.5,-1.9,*,13,13
Between Season Mother's Education Comparison,12/02/2023,12/02/2023,High school or equivalent,High school or equivalent,34.3,35.7,-1.4,-3.3,0.6,,11,11
Between Season Mother's Education Comparison,12/02/2023,12/02/2023,Less than high school,Less than high school,41.4,40.3,1.1,-2.5,4.7,,10,10
