Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
Role of cancer history and gender in major health insurance transitions: A longitudinal nationally representative study.,"Virgo KS, Lin CC, Davidoff A, Guy GP Jr, de Moor JS, Ekwueme DU, Kent EE, Chawla N, Yabroff KR.",Research in the Sociology of Health Care,2018,2018,https://dx.doi.org/10.1108/S0275-495920180000036003,"Virgo KS, Lin CC, Davidoff A, Guy GP Jr, de Moor JS, Ekwueme DU, Kent EE, Chawla N, Yabroff KR.",Cancer Survivorship,Journal: Research in the Sociology of Health Care (Volume: 36; Issue: ; Pages: 59 - 84),"Role of cancer history and gender in major health insurance transitions: A longitudinal nationally representative study.|Virgo KS|Lin CC, Davidoff A, Guy GP Jr, de Moor JS, Ekwueme DU, Kent EE, Chawla N, Yabroff KR.|Research in the Sociology of Health Care|36",https://www.ncbi.nlm.nih.gov/pubmed/30344360,3357
Role of clinical trials in survival progress of American adolescents and young adults with cancer—and lack thereof,"Bleyer A, Tai E, Siegel S",Pediatric Blood & Cancer,2018,2018,https://dx.doi.org/10.1002/pbc.27074,"Bleyer A, Tai E, Siegel S",Cancer Survivorship,Journal: Pediatric Blood & Cancer (Volume: ; Issue: ; Pages:  - ),"Role of clinical trials in survival progress of American adolescents and young adults with cancer—and lack thereof|Bleyer A|Tai E, Siegel S|Pediatric Blood & Cancer|",https://www.ncbi.nlm.nih.gov/pubmed/29667766,3358
Role of community-clinical partnerships to promote cancer screening: lessons learned from the National Breast and Cervical Cancer Early Detection Program.,"Subramanian S, Ekwueme DU, Heffernan N, Blackburn N, Tzeng J, DeGroff A, Rim SH, Melillo S, Solomon F, Boone K, Miller JW.",Health Promotion Practice,2025,2024,https://dx.doi.org/10.1177/15248399241303891,"Subramanian S, Ekwueme DU, Heffernan N, Blackburn N, Tzeng J, DeGroff A, Rim SH, Melillo S, Solomon F, Boone K, Miller JW.",Breast Cancer,Journal: Health Promotion Practice (Volume: ; Issue: ; Pages:  - ),"Role of community-clinical partnerships to promote cancer screening: lessons learned from the National Breast and Cervical Cancer Early Detection Program.|Subramanian S|Ekwueme DU, Heffernan N, Blackburn N, Tzeng J, DeGroff A, Rim SH, Melillo S, Solomon F, Boone K, Miller JW.|Health Promotion Practice|",https://pubmed.ncbi.nlm.nih.gov/39713814/,3359
Routine bimanual pelvic examinations: Practices and beliefs of U.S. obstetrician-gynecologists.,"Henderson JT, Harper CC, Gutin S, Saraiya M, Chapman J, Sawaya GF.",American Journal of Obstetrics and Gynecology,2013,2012,https://dx.doi.org/10.1016/j.ajog.2012.11.015,"Henderson JT, Harper CC, Gutin S, Saraiya M, Chapman J, Sawaya GF.",Cervical Cancer,Journal: American Journal of Obstetrics and Gynecology (Volume: ; Issue: ; Pages:  - ),"Routine bimanual pelvic examinations: Practices and beliefs of U.S. obstetrician-gynecologists.|Henderson JT|Harper CC, Gutin S, Saraiya M, Chapman J, Sawaya GF.|American Journal of Obstetrics and Gynecology|",http://www.ncbi.nlm.nih.gov/pubmed/23159688,3360
Rural cancer control: bridging the chasm in geographic health inequity.,"Henley SJ, Jemal A.","Cancer Epidemiology, Biomarkers and Prevention",2019,2018,https://dx.doi.org/10.1158/1055-9965.EPI-18-0807,"Henley SJ, Jemal A.",Health Disparities in Cancer,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: 27; Issue: 11; Pages: 124 - 251)","Rural cancer control: bridging the chasm in geographic health inequity.|Henley SJ|Jemal A.|Cancer Epidemiology, Biomarkers and Prevention|27",https://www.ncbi.nlm.nih.gov/pubmed/30385497,3361
Rural disparities in surgical care from gynecologic oncologists among Midwestern ovarian cancer patients.,"Weeks K, Lynch CF, West M, Carnahan R, O'Rorke M, Oleson J, McDonald M, Stewart SL; Ovarian Cancer Treatment Study, Charlton M.",Gynecologic Oncology,2021,2020,https://dx.doi.org/10.1016/j.ygyno.2020.11.006,"Weeks K, Lynch CF, West M, Carnahan R, O'Rorke M, Oleson J, McDonald M, Stewart SL; Ovarian Cancer Treatment Study, Charlton M.",Gynecologic Cancers,Journal: Gynecologic Oncology (Volume: ; Issue: ; Pages:  - ),"Rural disparities in surgical care from gynecologic oncologists among Midwestern ovarian cancer patients.|Weeks K|Lynch CF, West M, Carnahan R, O'Rorke M, Oleson J, McDonald M, Stewart SL; Ovarian Cancer Treatment Study, Charlton M.|Gynecologic Oncology|",https://pubmed.ncbi.nlm.nih.gov/33218682/,3362
"Rural/nonrural differences in colorectal cancer incidence in the United States, 1998-2001.","Coughlin SS, Richards TB, Thompson T, Miller BA, VanEenwyk J, Goodman MT, Sherman RL.",Cancer,2006,2006,,"Coughlin SS, Richards TB, Thompson T, Miller BA, VanEenwyk J, Goodman MT, Sherman RL.",Colorectal (Colon) Cancer,Journal: Cancer (Volume: 107; Issue: 5 Suppl; Pages: 118 - 188),"Rural/nonrural differences in colorectal cancer incidence in the United States, 1998-2001.|Coughlin SS|Richards TB, Thompson T, Miller BA, VanEenwyk J, Goodman MT, Sherman RL.|Cancer|107",http://www.ncbi.nlm.nih.gov/pubmed/16802323,3363
"Rural-urban and racial/ethnic disparities in invasive cervical cancer incidence in the United States, 2010–2014.","Yu L, Sabatino SA, White MC.",Preventing Chronic Disease,2019,2019,https://dx.doi.org/10.5888/pcd16.180447,"Yu L, Sabatino SA, White MC.",Cervical Cancer,Journal: Preventing Chronic Disease (Volume: 16; Issue: ; Pages:  - ),"Rural-urban and racial/ethnic disparities in invasive cervical cancer incidence in the United States, 2010–2014.|Yu L|Sabatino SA, White MC.|Preventing Chronic Disease|16",https://www.cdc.gov/pcd/issues/2019/18_0447.htm,3364
Screening by prostate-specific antigen and digital rectal examination in relation to prostate cancer mortality: a case-control study.,"Weinmann S, Richert-Boe KE, Van Den Eeden SK, Enger SM, Rybicki BA, Shapiro JA, Weiss NS.",Epidemiology,2005,2005,,"Weinmann S, Richert-Boe KE, Van Den Eeden SK, Enger SM, Rybicki BA, Shapiro JA, Weiss NS.",Prostate Cancer,Journal: Epidemiology (Volume: 16; Issue: 3; Pages: 367 - 376),"Screening by prostate-specific antigen and digital rectal examination in relation to prostate cancer mortality: a case-control study.|Weinmann S|Richert-Boe KE, Van Den Eeden SK, Enger SM, Rybicki BA, Shapiro JA, Weiss NS.|Epidemiology|16",http://www.ncbi.nlm.nih.gov/pubmed/15824554,3365
Screening for colorectal cancer in the United States: correlates and time trends by type of test.,"Shapiro JA., Soman AV, Berkowitz Z, Fedewa SA, Sabatino SA, de Moor JS, Clarke TC, Doria-Rose VP, Breslau ES, Jamal A, Nadel MR.","Cancer Epidemiology, Biomarkers and Prevention",2021,2021,https://dx.doi.org/10.1158/1055-9965.EPI-20-1809,"Shapiro JA., Soman AV, Berkowitz Z, Fedewa SA, Sabatino SA, de Moor JS, Clarke TC, Doria-Rose VP, Breslau ES, Jamal A, Nadel MR.",Colorectal (Colon) Cancer,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: ; Issue: ; Pages:  - )","Screening for colorectal cancer in the United States: correlates and time trends by type of test.|Shapiro JA.|Soman AV, Berkowitz Z, Fedewa SA, Sabatino SA, de Moor JS, Clarke TC, Doria-Rose VP, Breslau ES, Jamal A, Nadel MR.|Cancer Epidemiology, Biomarkers and Prevention|",https://pubmed.ncbi.nlm.nih.gov/34088751/,3366
"Screening for lung cancer—10 states, 2017.","Richards TB, Soman A, Thomas CC, VanFrank B, Henley SJ, Gallaway MS, Richardson LC.",MMWR,2020,2020,https://dx.doi.org/10.15585/mmwr.mm6908a1,"Richards TB, Soman A, Thomas CC, VanFrank B, Henley SJ, Gallaway MS, Richardson LC.",Lung Cancer,Journal: MMWR (Volume: 69; Issue: ; Pages: 201 - 206),"Screening for lung cancer—10 states, 2017.|Richards TB|Soman A, Thomas CC, VanFrank B, Henley SJ, Gallaway MS, Richardson LC.|MMWR|69",https://www.cdc.gov/mmwr/volumes/69/wr/mm6908a1.htm,3367
Screening is key to preventing colorectal cancer.,"Moore G.,",Business and Health,2001,2001,,"Moore G.,",Colorectal (Colon) Cancer,Journal: Business and Health (Volume: 19; Issue: 6; Pages: 40 - 40),Screening is key to preventing colorectal cancer.|Moore G.||Business and Health|19,http://www.ncbi.nlm.nih.gov/pubmed/11434097,3368
"Scrotal cancer incidence rates and trends—United States, 1999–2020.","Mix JM, Gopalani SV, Miller M, Saraiya M, Darragh TM, Lynch CF, Thompson TD, Senkomago V, Greek A, Tucker TC, Unger ER.",Urology,2024,2024,https://dx.doi.org/10.1016/j.urology.2024.06.048,"Mix JM, Gopalani SV, Miller M, Saraiya M, Darragh TM, Lynch CF, Thompson TD, Senkomago V, Greek A, Tucker TC, Unger ER.",Other Research,Journal: Urology (Volume: S0090-4295; Issue: 24; Pages: 498 - 499),"Scrotal cancer incidence rates and trends—United States, 1999–2020.|Mix JM|Gopalani SV, Miller M, Saraiya M, Darragh TM, Lynch CF, Thompson TD, Senkomago V, Greek A, Tucker TC, Unger ER.|Urology|S0090-4295",https://pubmed.ncbi.nlm.nih.gov/38936628/,3369
Seeking best practices: a conceptual framework for planning and improving evidence-based practices.,"Spencer LM, Schooley MW, Anderson LA, Kochtitzky CS, DeGroff AS, Devlin HM, Mercer SL.",Preventing Chronic Disease,2014,2013,https://dx.doi.org/10.5888/pcd10.130186,"Spencer LM, Schooley MW, Anderson LA, Kochtitzky CS, DeGroff AS, Devlin HM, Mercer SL.",Other Research,Journal: Preventing Chronic Disease (Volume: 10; Issue: ; Pages:  - ),"Seeking best practices: a conceptual framework for planning and improving evidence-based practices.|Spencer LM|Schooley MW, Anderson LA, Kochtitzky CS, DeGroff AS, Devlin HM, Mercer SL.|Preventing Chronic Disease|10",http://www.cdc.gov/pcd/issues/2013/13_0186.htm,3370
Self-limited febrile syndromes temporally associated with the use of propofol for sedation in gastrointestinal endoscopic procedures.,"Blossom DB, Chen TH, Li J, Langer AJ, Carpenter LR, Glenshaw MT, Gould CV, Weltman A, Srinivasan A.",Pharmacoepidemiology and Drug Safety,2009,2009,,"Blossom DB, Chen TH, Li J, Langer AJ, Carpenter LR, Glenshaw MT, Gould CV, Weltman A, Srinivasan A.",Other Research,Journal: Pharmacoepidemiology and Drug Safety (Volume: 18; Issue: 4; Pages: 344 - 348),"Self-limited febrile syndromes temporally associated with the use of propofol for sedation in gastrointestinal endoscopic procedures.|Blossom DB|Chen TH, Li J, Langer AJ, Carpenter LR, Glenshaw MT, Gould CV, Weltman A, Srinivasan A.|Pharmacoepidemiology and Drug Safety|18",http://www.ncbi.nlm.nih.gov/pubmed/19242954,3371
Self-reported Papanicolaou smears and hysterectomies among women in the United States.,"Saraiya M, Lee NC, Blackman D, Smith MJ, McKenna M.",Obstetrics and Gynecology,2001,2001,,"Saraiya M, Lee NC, Blackman D, Smith MJ, McKenna M.",Cervical Cancer,Journal: Obstetrics and Gynecology (Volume: 98; Issue: 2; Pages: 269 - 78),"Self-reported Papanicolaou smears and hysterectomies among women in the United States.|Saraiya M|Lee NC, Blackman D, Smith MJ, McKenna M.|Obstetrics and Gynecology|98",http://www.ncbi.nlm.nih.gov/pubmed/11506844,3372
Self-test device for cytology and HPV testing in rural Appalachian women: an evaluation.,"Soisson AP, Reed E, Brown P, Ducatman B, Armistead J, Kennedy S, Wang W, Kramer P, Rose S.",Journal of Reproductive Medicine,2008,2008,,"Soisson AP, Reed E, Brown P, Ducatman B, Armistead J, Kennedy S, Wang W, Kramer P, Rose S.",Gynecologic Cancers,Journal: Journal of Reproductive Medicine (Volume: 53; Issue: 6; Pages: 441 - 448),"Self-test device for cytology and HPV testing in rural Appalachian women: an evaluation.|Soisson AP|Reed E, Brown P, Ducatman B, Armistead J, Kennedy S, Wang W, Kramer P, Rose S.|Journal of Reproductive Medicine|53",http://www.ncbi.nlm.nih.gov/pubmed/18664063,3373
Serious complications within 30 days of screening and surveillance colonoscopy are uncommon.,"Ko CW, Riffle S, Michaels L, Morris C, Holub J, Shapiro JA, Ciol MA, Kimmey MB, Seeff LC, Lieberman D.",Clinical Gastroenterology and Hepatology,2010,2010,,"Ko CW, Riffle S, Michaels L, Morris C, Holub J, Shapiro JA, Ciol MA, Kimmey MB, Seeff LC, Lieberman D.",Colorectal (Colon) Cancer,Journal: Clinical Gastroenterology and Hepatology (Volume: 8; Issue: 2; Pages: 166 - 173),"Serious complications within 30 days of screening and surveillance colonoscopy are uncommon.|Ko CW|Riffle S, Michaels L, Morris C, Holub J, Shapiro JA, Ciol MA, Kimmey MB, Seeff LC, Lieberman D.|Clinical Gastroenterology and Hepatology|8",http://www.ncbi.nlm.nih.gov/pubmed/19850154,3374
Seven prevention priorities of USPHS scientist officers.,"Huang DT, Dee DL, Ko J, Cole JG, Houston K, Sircar KD, Gaines J.",American Journal of Public Health,2017,2017,https://dx.doi.org/10.2105/AJPH.2016.303497,"Huang DT, Dee DL, Ko J, Cole JG, Houston K, Sircar KD, Gaines J.",Other Research,Journal: American Journal of Public Health (Volume: 107; Issue: 1; Pages: 39 - 40),"Seven prevention priorities of USPHS scientist officers.|Huang DT|Dee DL, Ko J, Cole JG, Houston K, Sircar KD, Gaines J.|American Journal of Public Health|107",https://www.ncbi.nlm.nih.gov/pubmed/27925801,3375
"Sex-related knowledge, attitudes, and behaviors of U.S. medical students.","Frank E, Coughlin SS, Elon L.",Obstetrics and Gynecology,2008,2008,,"Frank E, Coughlin SS, Elon L.",Other Research,Journal: Obstetrics and Gynecology (Volume: 112; Issue: 2; Pages: 311 - 319),"Sex-related knowledge, attitudes, and behaviors of U.S. medical students.|Frank E|Coughlin SS, Elon L.|Obstetrics and Gynecology|112",http://www.ncbi.nlm.nih.gov/pubmed/18669728,3376
Shade as an environmental design tool for skin cancer prevention.,"Holman DM, Kapelos GT, Shoemaker M, Watson M.",American Journal of Public Health,2019,2018,https://dx.doi.org/10.2105/AJPH.2018.304700,"Holman DM, Kapelos GT, Shoemaker M, Watson M.",Skin Cancer,Journal: American Journal of Public Health (Volume: ; Issue: ; Pages:  - ),"Shade as an environmental design tool for skin cancer prevention.|Holman DM|Kapelos GT, Shoemaker M, Watson M.|American Journal of Public Health|",https://www.ncbi.nlm.nih.gov/pubmed/30359104,3377
Shared decision making in prostate-specific antigen testing with men older than 70 years.,"Li J, Berkowitz Z, Richards TB, Richardson LC.",Journal of the American Board of Family Medicine,2013,2013,https://dx.doi.org/10.3122/jabfm.2013.04.120267,"Li J, Berkowitz Z, Richards TB, Richardson LC.",Prostate Cancer,Journal: Journal of the American Board of Family Medicine (Volume: 26; Issue: 4; Pages: 401 - 408),"Shared decision making in prostate-specific antigen testing with men older than 70 years.|Li J|Berkowitz Z, Richards TB, Richardson LC.|Journal of the American Board of Family Medicine|26",http://www.ncbi.nlm.nih.gov/pubmed/23833155,3378
Shared expectations for the protection of identifiable health care information: report of a national consensus process.,"Wynia MK, Coughlin SS, Alpert S, Cummins D, Emanuel LL.",Journal of General Internal Medicine,2001,2001,,"Wynia MK, Coughlin SS, Alpert S, Cummins D, Emanuel LL.",Health Disparities in Cancer,Journal: Journal of General Internal Medicine (Volume: 16; Issue: ; Pages: 100 - 111),"Shared expectations for the protection of identifiable health care information: report of a national consensus process.|Wynia MK|Coughlin SS, Alpert S, Cummins D, Emanuel LL.|Journal of General Internal Medicine|16",http://www.ncbi.nlm.nih.gov/pubmed/11251761,3379
"Skin cancer knowledge, awareness, beliefs and preventive behaviors among Black and Hispanic men and women.","Buchanan Lunsford N, Berktold J, Holman DM, Stein K, Prempeh A, Yerkes A.",Preventive Medicine Reports,2019,2018,https://dx.doi.org/10.1016/j.pmedr.2018.09.017,"Buchanan Lunsford N, Berktold J, Holman DM, Stein K, Prempeh A, Yerkes A.",Health Disparities in Cancer,Journal: Preventive Medicine Reports (Volume: 12; Issue: ; Pages: 203 - 209),"Skin cancer knowledge, awareness, beliefs and preventive behaviors among Black and Hispanic men and women.|Buchanan Lunsford N|Berktold J, Holman DM, Stein K, Prempeh A, Yerkes A.|Preventive Medicine Reports|12",https://www.ncbi.nlm.nih.gov/pubmed/30364862,3380
"Skin cancer prevention behaviors among agricultural and construction workers in the United States, 2015.","Ragan KR, Buchanan Lunsford N, Thomas CC, Tai EW, Sussell A, Holman DM.",Preventing Chronic Disease,2019,2019,https://dx.doi.org/10.5888/pcd16.180446,"Ragan KR, Buchanan Lunsford N, Thomas CC, Tai EW, Sussell A, Holman DM.",Skin Cancer,Journal: Preventing Chronic Disease (Volume: 16; Issue: ; Pages:  - ),"Skin cancer prevention behaviors among agricultural and construction workers in the United States, 2015.|Ragan KR|Buchanan Lunsford N, Thomas CC, Tai EW, Sussell A, Holman DM.|Preventing Chronic Disease|16",https://www.cdc.gov/pcd/issues/2019/18_0446.htm,3381
"Skin cancer screening among U.S. adults from 1992, 1998, and 2000 National Health Interview Surveys.","Saraiya M, Hall HI, Thompson T, Hartman A, Glanz K, Rimer B, Rose D.",Preventive Medicine,2004,2004,,"Saraiya M, Hall HI, Thompson T, Hartman A, Glanz K, Rimer B, Rose D.",Skin Cancer,Journal: Preventive Medicine (Volume: 39; Issue: 2; Pages: 308 - 314),"Skin cancer screening among U.S. adults from 1992, 1998, and 2000 National Health Interview Surveys.|Saraiya M|Hall HI, Thompson T, Hartman A, Glanz K, Rimer B, Rose D.|Preventive Medicine|39",http://www.ncbi.nlm.nih.gov/pubmed/15226039,3382
Small media and client reminders for colorectal cancer screening: current use and gap areas in CDC's Colorectal Cancer Control Program.,"Kreuter MW, Garibay LB, Pfeiffer DJ, Morgan JC, Thomas M, Wilson KM, Pieters J, Szczepaniec K, Scott A, Poor TJ.",Preventing Chronic Disease,2012,2012,https://dx.doi.org/10.5888/pcd9.110317,"Kreuter MW, Garibay LB, Pfeiffer DJ, Morgan JC, Thomas M, Wilson KM, Pieters J, Szczepaniec K, Scott A, Poor TJ.",Colorectal (Colon) Cancer,Journal: Preventing Chronic Disease (Volume: 9; Issue: E131; Pages:  - ),"Small media and client reminders for colorectal cancer screening: current use and gap areas in CDC's Colorectal Cancer Control Program.|Kreuter MW|Garibay LB, Pfeiffer DJ, Morgan JC, Thomas M, Wilson KM, Pieters J, Szczepaniec K, Scott A, Poor TJ.|Preventing Chronic Disease|9",http://www.cdc.gov/pcd/issues/2012/11_0317.htm,3383
