Table,Select Setting,Value type,Geography,Select Measure,Levels of Measure,Value,SE,Low 95% CI,High 95% CI,Footnote-Value cell,Footnote-Measure Subscript
4,Adult Day Services Center,Percent,Vermont,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Virginia,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Washington,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,West Virginia,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Wisconsin,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Residential Care Community,Percent,Alabama,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Alaska,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Arkansas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,California,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Colorado,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Connecticut,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Delaware,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,District of Columbia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Florida,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Georgia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Hawaii,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Idaho,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Illinois,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Indiana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Iowa,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Kansas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Louisiana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Maine,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Maryland,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Massachusetts,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Michigan,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Minnesota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Mississippi,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Missouri,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Montana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Nebraska,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Nevada,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,New Hampshire,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,New Jersey,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,New Mexico,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,New York,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,North Carolina,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,North Dakota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Ohio,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Oklahoma,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Rhode Island,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,South Carolina,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,South Dakota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Tennessee,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Texas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Utah,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Vermont,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Virginia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Washington,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,West Virginia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Wisconsin,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Wyoming,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Residential Care Community,Percent,Alabama,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Alaska,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Arkansas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,California,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Colorado,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Connecticut,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Delaware,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,District of Columbia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Florida,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Georgia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Hawaii,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Idaho,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Illinois,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Indiana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Iowa,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Kansas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Louisiana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Maine,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Maryland,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Massachusetts,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Michigan,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Minnesota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Mississippi,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Missouri,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Montana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Nebraska,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Nevada,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,New Hampshire,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,New Jersey,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,New Mexico,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,New York,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,North Carolina,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,North Dakota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Ohio,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Oklahoma,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Rhode Island,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,South Carolina,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,South Dakota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Tennessee,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Texas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Utah,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Vermont,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Virginia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Washington,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,West Virginia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Wisconsin,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Wyoming,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Residential Care Community,Percent,Alabama,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Alaska,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Arkansas,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,California,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Colorado,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Connecticut,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Delaware,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,District of Columbia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Florida,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Georgia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Hawaii,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Idaho,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Illinois,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Indiana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Iowa,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Kansas,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Louisiana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Maine,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Maryland,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Massachusetts,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Michigan,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Minnesota,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Mississippi,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Missouri,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Montana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Nebraska,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,Nevada,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,New Hampshire,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,New Jersey,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,New Mexico,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,New York,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,North Carolina,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Residential Care Community,Percent,North Dakota,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
